   n  timestamp       rr   bpm
52243        39194232   619  97
52244        39194851   635  94
52245        39195487   643  93
52246        39196131   662  91
52247        39196793   654  92
52248        39197448   639  94
52249        39198088   631  95
52250        39198719   615  98
52251        39199335   625  96
52252        39199960   619  97
52253        39200580   609  99
52254        39201190   602 100
52255        39201792   596 101
52256        39202389   612  98
52257        39203001   644  93
52258        39203646   651  92
52259        39204298   669  90
52260        39204967   665  90
52261        39205633   728  82
52262        39206362   716  84
52263        39207079   691  87
52264        39207770   676  89
52265        39208447   666  90
52266        39209114   637  94
52267        39209751   634  95
52268        39210386   635  94
52269        39211021   621  97
52270        39211643   613  98
52271        39212257   609  99
52272        39212866   620  97
52273        39213487   646  93
52274        39214134   659  91
52275        39214793   645  93
52276        39215439   614  98
52277        39216053   605  99
52278        39216659   608  99
52279        39217268   621  97
52280        39217889   654  92
52281        39218544   670  90
52282        39219215   648  93
52283        39219863   650  92
52284        39220514   661  91
52285        39221176   641  94
52286        39221817   638  94
52287        39222456   640  94
52288        39223096   622  96
52289        39223719   633  95
52290        39224353   648  93
52291        39225001   623  96
52292        39225625   643  93
52293        39226269   652  92
52294        39226921   688  87
52295        39227610   677  89
52296        39228288   664  90
52297        39228952   655  92
52298        39229608   655  92
52299        39230264   664  90
52300        39230928   632  95
52301        39231561   627  96
52302        39232189   624  96
52303        39232813   604  99
52304        39233418   597 101
52305        39234015   581 103
52306        39234597   575 104
52307        39235172   599 100
52308        39235772   641  94
52309        39236414   665  90
52310        39237079   638  94
52311        39237718   672  89
52312        39238391   663  90
52313        39239054   665  90
52314        39239720   682  88
52315        39240403   679  88
52316        39241082   653  92
52317        39241736   651  92
52318        39242388   641  94
52319        39243029   622  96
52320        39243652   618  97
52321        39244271   624  96
52322        39244895   607  99
52323        39245503   614  98
52324        39246117   631  95
52325        39246749   662  91
52326        39247412   693  87
52327        39248106   720  83
52328        39248826   778  77
52329        39249605   717  84
52330        39250323   780  77
52331        39251103   724  83
52332        39251828   693  87
52333        39252522   696  86
52334        39253219   672  89
52335        39253891   654  92
52336        39254546   650  92
52337        39255197   664  90
52338        39255861   645  93
52339        39256507   647  93
52340        39257154   660  91
52341        39257815   686  87
52342        39258502   665  90
52343        39259167   675  89
52344        39259843   670  90
52345        39260514   660  91
52346        39261174   661  91
52347        39261836   687  87
52348        39262524   664  90
52349        39263188   657  91
52350        39263846   725  83
52351        39264572   735  82
52352        39265308   729  82
52353        39266037   754  80
52354        39266792   722  83
52355        39267515   693  87
52356        39268208   650  92
52357        39268859   635  94
52358        39269495   620  97
52359        39270115   607  99
52360        39270723   599 100
52361        39271323   612  98
52362        39271935   635  94
52363        39272571   632  95
52364        39273203   649  92
52365        39273853   626  96
52366        39274480   640  94
52367        39275120   652  92
52368        39275773   666  90
52369        39276440   669  90
52370        39277109   654  92
52371        39277764   650  92
52372        39278415   658  91
52373        39279073   676  89
52374        39279750   659  91
52375        39280410   661  91
52376        39281071   668  90
52377        39281740   672  89
52378        39282413   671  89
